row,col,slope,aspect_sin,aspect_cos,rain_r7,elevation,river,twi,curvature,label
4422,612,0.3094715,-0.49613893,-0.86824316,84.51348,0.08276386,0.7863952,0.28199714,0.5025748,1.0
10440,5408,0.010430277,1.2246469e-16,-1.0,67.10431,0.36066818,0.67052776,0.29327846,0.50263226,1.0
5200,5614,0.020854957,0.0,1.0,18.024221,0.22551253,0.037990235,0.28740448,0.5025667,0.0
5500,1510,0.010430277,1.0,6.123234e-17,79.9387,0.0011389522,0.9848582,0.29178572,0.5025835,1.0
5405,6265,0.031268463,1.0,6.123234e-17,17.501907,0.20539103,0.0085225385,0.28249198,0.5025667,0.0
12613,5451,0.22151025,-0.31622776,-0.9486833,81.59421,0.11617312,0.4061347,0.2832416,0.5025481,1.0
4852,6015,0.029482823,0.70710677,0.70710677,16.47444,0.21298406,0.007821522,0.28909943,0.50259686,0.0
11552,10582,0.0,-1.0,-1.8369701e-16,19.364895,0.25512528,0.0004088368,0.6578094,0.5025736,0.0
4385,2387,0.2721339,-0.6114475,-0.791285,50.794373,0.20387244,0.6676748,0.27931276,0.50254345,1.0
9024,6119,0.21643563,-0.23162052,-0.9728062,37.594517,0.4236902,0.6704185,0.2811002,0.5026154,1.0
7569,3777,0.07343238,-0.98994946,0.14142136,62.10328,0.2164009,0.98088557,0.27817592,0.50259566,1.0
12696,6030,0.1240155,-0.99654573,0.08304548,64.20847,0.3845862,0.75043523,0.28322315,0.5025371,1.0
13081,5453,0.117578685,-0.2631174,-0.9647638,85.822136,0.3435839,0.19050941,0.28244793,0.5025585,1.0
7869,9988,0.0,-1.0,-1.8369701e-16,13.834741,0.23462415,1.0694815e-05,0.6110364,0.5026067,0.0
9816,8824,0.06324172,-0.16439898,0.9863939,18.818285,0.32346243,0.004105805,0.28608602,0.502616,0.0
10894,8612,0.023314469,-0.4472136,-0.8944272,24.36272,0.341306,0.033056587,0.27878127,0.5026003,0.0
12679,5573,0.16474274,-0.9284767,0.37139067,80.31337,0.08618072,0.2772826,0.28215715,0.5025736,0.0
8991,3642,0.023314469,0.8944272,0.4472136,77.823524,0.034168564,0.708261,0.28956848,0.50257653,1.0
12489,8832,0.023314469,0.8944272,-0.4472136,22.55963,0.29384965,0.16799329,0.2844066,0.5025777,0.0
17172,7859,0.046566565,0.4472136,-0.8944272,0.0,0.014426728,0.0019525628,0.2842558,0.50254637,0.0
6636,2706,0.09544931,0.7592566,0.65079135,69.72254,0.24487472,0.8842544,0.2869221,0.5025562,0.0
10463,5418,0.04294373,0.9701425,-0.24253562,67.849396,0.36750188,0.6930597,0.28441158,0.5025324,1.0
13626,6701,0.08102993,-0.6401844,-0.76822126,54.38403,0.34624144,0.8623037,0.28335434,0.5025644,1.0
8631,3602,0.22046585,0.7719302,-0.63570726,76.07637,0.07820805,0.7760257,0.28048012,0.5026346,0.0
4245,4955,0.010430277,0.0,1.0,18.792894,0.20994686,0.060158692,0.28374562,0.5025754,0.0
9024,4601,0.18285145,-0.99846035,0.05547002,63.251465,0.24981017,0.85849386,0.28083903,0.50254345,1.0
10475,4780,0.14248706,0.8637789,-0.503871,78.897026,0.1302202,0.49218643,0.28427365,0.50256264,1.0
2127,5320,0.029482823,-0.70710677,0.70710677,17.18829,0.23842065,0.0010802554,0.28106096,0.5025893,0.0
9849,5800,0.01474932,0.70710677,-0.70710677,38.28211,0.37851176,0.717006,0.27971083,0.5025644,1.0
12731,5992,0.1139827,0.090535745,0.9958932,66.84417,0.3921792,0.812374,0.28384164,0.5025649,1.0
9032,3886,0.029482823,0.70710677,0.70710677,74.72718,0.2509491,0.37501645,0.28628305,0.50255275,1.0
17180,7633,0.13399206,-0.99705446,0.0766965,0.0,0.10440395,0.001162495,0.28018752,0.5025545,0.0
7777,6195,0.05883972,-0.70710677,0.70710677,27.546165,0.2372817,0.26592058,0.28386736,0.5025986,0.0
6818,4324,0.1240155,0.74740934,0.66436386,34.655823,0.26993167,0.91497236,0.28224784,0.50255275,1.0
12686,5666,0.117578685,-0.2631174,-0.9647638,77.893364,0.11996963,0.32097337,0.28640434,0.50268793,1.0
13943,5387,0.14496115,-0.98994946,-0.14142136,81.458,0.1362946,0.063749276,0.2822837,0.5025127,0.0
8587,10336,0.023314469,-0.4472136,0.8944272,16.02082,0.26537585,1.2104571e-05,0.2793806,0.502569,0.0
9688,7283,0.01474932,0.70710677,-0.70710677,18.548624,0.30030373,0.21840669,0.28893122,0.50257134,0.0
8992,3641,0.09544931,0.97618705,-0.21693046,77.8042,0.034927867,0.7104732,0.28074318,0.50260496,1.0
4000,5496,0.037566602,0.8320503,0.5547002,16.728899,0.19931664,0.009823876,0.2806416,0.50256723,0.0
2306,707,0.1336089,-0.9230769,0.3846154,61.85388,0.029992407,0.13665941,0.28334996,0.50261366,0.0
14934,9496,0.023314469,-0.8944272,-0.4472136,22.856136,0.29764616,0.7980491,0.2793806,0.502598,0.0
11948,3862,0.14248706,-0.503871,-0.8637789,88.50174,0.09149583,0.7083088,0.28170583,0.50247556,0.0
13624,6701,0.05203983,-0.8,-0.6,54.378494,0.34776005,0.85825837,0.2838098,0.50257015,1.0
10585,5136,0.16948864,-0.5407576,-0.8411785,74.70319,0.09339408,0.58812064,0.2827324,0.50258523,1.0
6891,2700,0.117578685,-0.6139406,0.78935224,74.96197,0.22551253,0.96099424,0.2820515,0.5026531,0.0
15779,7833,0.120629445,0.34174305,-0.9397934,0.0,0.30410022,0.06295455,0.2807142,0.50255334,0.0
8255,3619,0.05203983,-0.6,-0.8,74.0279,0.21981777,0.9874971,0.2837254,0.5026073,1.0
11633,6457,0.032956913,-0.31622776,0.9486833,52.667,0.35876992,0.90907073,0.29365546,0.50261426,1.0
6548,1904,0.10786097,-0.28734788,0.95782626,83.80481,0.012148823,0.6603067,0.2827505,0.5026665,1.0
5281,2257,0.08361496,-0.49613893,-0.86824316,67.14898,0.18868642,0.58509964,0.2819672,0.50255567,1.0
12469,5944,0.35344338,0.9774142,0.2113328,67.89522,0.16173121,0.36385816,0.28178993,0.50259686,0.0
4172,2383,0.1336089,0.3846154,0.9230769,48.546864,0.0531511,0.8348922,0.27901474,0.502685,1.0
11738,5236,0.046566565,-0.4472136,-0.8944272,76.40848,0.044419136,0.8209337,0.28351817,0.50259334,0.0
17231,9434,0.31751034,0.27074558,0.96265095,0.0,0.54062265,0.010631716,0.28409484,0.5025823,0.0
11397,7407,0.06654887,0.7808688,-0.62469506,26.201689,0.3473804,0.9433677,0.2798086,0.5026015,0.0
2128,821,0.20183851,-0.049937617,0.99875236,57.993645,0.05770691,0.1814434,0.28284654,0.50258696,0.0
13835,8814,0.041665252,-1.0,-1.8369701e-16,20.192953,0.27107063,0.87815565,0.282433,0.5025591,0.0
14095,4533,0.046566565,-0.8944272,-0.4472136,82.75866,0.005694761,0.008175284,0.28351817,0.50257945,0.0
6422,2264,0.22109328,0.090535745,0.9958932,77.48187,0.010250569,0.9427685,0.2811643,0.5025562,0.0
12382,5579,0.18679056,-0.21693046,-0.97618705,77.829475,0.11161731,0.35821396,0.28372875,0.5026328,0.0
7703,4607,0.032956913,-0.31622776,-0.9486833,43.210766,0.28625664,0.96295834,0.2910489,0.50254405,0.0
6057,3188,0.05602868,0.9284767,-0.37139067,52.43991,0.22361428,0.9337241,0.2809698,0.50257653,1.0
10586,5136,0.15210888,-0.73994005,-0.6726728,74.69959,0.091116175,0.5868607,0.28124255,0.5026003,1.0
5687,5715,0.01474932,0.70710677,0.70710677,18.695724,0.21526197,0.05585768,0.28893122,0.5025777,0.0
5618,1878,0.10389993,-0.09950372,-0.9950372,77.906425,0.0269552,0.93003446,0.28413832,0.5025841,1.0
12869,10483,0.037566602,0.8320503,-0.5547002,17.729956,0.26803342,0.0034376257,0.28405777,0.5025899,0.0
16414,8549,0.092640094,0.4472136,0.8944272,0.0,0.3614275,0.044152692,0.27931297,0.5024483,0.0
4202,544,0.01474932,-0.70710677,-0.70710677,81.17141,0.0,0.6730121,0.28893122,0.5025922,1.0
6328,1627,0.023314469,-0.8944272,-0.4472136,88.96768,0.0022779044,0.9956938,0.2904925,0.5025667,0.0
14801,9962,0.023314469,0.4472136,-0.8944272,22.059496,0.2911921,0.18216483,0.27878127,0.5025905,0.0
5885,2915,0.102372095,-0.70710677,-0.70710677,56.257854,0.20463175,0.76844484,0.2808136,0.50252604,0.0
14233,6167,0.14773092,0.8320503,-0.5547002,65.08396,0.022399392,0.2071028,0.2799301,0.5026253,1.0
9296,6741,0.010430277,1.2246469e-16,-1.0,26.65215,0.31852695,0.45835915,0.29327846,0.50260264,0.0
7360,6830,0.117578685,0.78935224,0.6139406,19.715149,0.28208047,0.028002996,0.28082302,0.5025458,0.0
8820,7897,0.05883972,-0.70710677,0.70710677,15.263553,0.29005316,0.011642647,0.2817907,0.50256956,0.0
7470,3964,0.041665252,0.0,1.0,56.340763,0.23917995,0.8510877,0.28011197,0.5025661,1.0
4759,4749,0.01474932,-0.70710677,0.70710677,19.609266,0.22627182,0.21372959,0.29701895,0.50260496,0.0
11998,5996,0.2669322,-0.8087361,-0.5881717,62.79042,0.21146545,0.47515267,0.28039178,0.5025725,1.0
8376,4424,0.037566602,0.5547002,-0.8320503,54.532238,0.23842065,0.94919187,0.29013833,0.5025986,1.0
4967,1306,0.1139827,-0.9958932,-0.090535745,75.520256,0.023158694,0.7580294,0.28141633,0.5025632,1.0
12108,5753,0.01474932,0.70710677,0.70710677,71.076675,0.04745634,0.82990646,0.30079615,0.5026618,1.0
15818,10184,0.14390676,-0.9974587,-0.07124705,0.0,0.37623388,0.08521484,0.28441304,0.50251734,0.0
2827,4298,0.029482823,-0.70710677,-0.70710677,13.109647,0.24715263,0.046352398,0.2853115,0.50257015,0.0
3727,1717,0.1428435,-0.9333456,-0.35897908,56.74019,0.14047077,0.6392228,0.28364038,0.5026502,0.0
12783,6101,0.08361496,-0.49613893,-0.86824316,64.66969,0.41230068,0.79464626,0.28157356,0.50257075,1.0
3395,4909,0.04294373,-0.9701425,-0.24253562,17.416328,0.23917995,0.020429866,0.28441158,0.5025754,0.0
9633,4173,0.010430277,1.2246469e-16,-1.0,76.29591,0.25626424,0.76938486,0.3010061,0.5026183,0.0
7447,8268,0.19609126,-0.8240419,-0.5665288,18.249659,0.31928626,0.0006249211,0.28292578,0.5025655,0.0
13904,6381,0.023314469,0.8944272,0.4472136,67.926094,0.33409265,0.6565727,0.28956848,0.50261945,1.0
3950,3050,0.046566565,-0.4472136,-0.8944272,32.60288,0.18147305,0.843425,0.28019682,0.5025754,1.0
5288,1171,0.023314469,0.8944272,-0.4472136,80.84551,0.006454062,0.9908872,0.28605303,0.5025736,1.0
16014,7671,0.15570273,-0.3939193,-0.91914505,0.0,0.32118452,0.029109081,0.28411445,0.50244486,0.0
14011,8602,0.010430277,-1.0,-1.8369701e-16,23.08275,0.2672741,0.93197465,0.2901347,0.50257826,0.0
10366,5742,0.05203983,1.2246469e-16,-1.0,46.643124,0.36104783,0.76205313,0.27695248,0.50261366,1.0
4931,1268,0.023314469,0.8944272,-0.4472136,74.97662,0.006454062,0.6996714,0.28956848,0.5025655,1.0
4171,2382,0.1240155,0.74740934,0.66436386,48.550842,0.051632497,0.8332655,0.28094977,0.50272274,1.0
7908,7975,0.023314469,-0.4472136,-0.8944272,15.7417755,0.28094155,0.0024035338,0.28956848,0.50257075,0.0
10895,4191,0.085500166,-0.24253562,0.9701425,84.557045,0.03796507,0.71394163,0.28146186,0.50259453,0.0
1287,2811,0.044184793,0.70710677,0.70710677,21.112604,0.26233864,0.1014976,0.28435543,0.50258815,0.0
13815,6460,0.09320911,1.0,6.123234e-17,64.864235,0.34851936,0.8471003,0.2823745,0.5025562,1.0
13083,5452,0.046566565,0.4472136,-0.8944272,85.81406,0.3397874,0.18985268,0.29318956,0.5026067,1.0
3085,6957,0.023314469,0.4472136,-0.8944272,13.319482,0.1894457,5.2220268e-05,0.2793806,0.5025806,0.0
4770,1208,0.01474932,-0.70710677,0.70710677,73.14773,0.009111618,0.7704129,0.2880317,0.50258756,1.0
9033,3888,0.053065702,0.9805807,0.19611613,74.64201,0.24905087,0.37325704,0.28009278,0.50258875,1.0
12330,5076,0.08102993,0.76822126,0.6401844,83.63403,0.06567957,0.6148486,0.27950782,0.5025301,0.0
12394,4020,0.16444072,-0.49613893,0.86824316,89.419945,0.027714502,0.34908164,0.2811358,0.502558,0.0
3552,1423,0.06573812,-0.31622776,0.9486833,58.911713,0.22665147,0.36409292,0.28290716,0.50267863,1.0
11301,3716,0.0,-1.0,-1.8369701e-16,88.48856,0.0034168565,1.0,0.6110364,0.50258005,1.0
9381,4494,0.15634586,-0.9805807,-0.19611613,68.16667,0.24981017,0.9340419,0.28065887,0.50261194,1.0
8258,7191,0.023314469,0.4472136,-0.8944272,19.02551,0.2904328,0.03166656,0.27296898,0.50257015,0.0
8204,3678,0.05203983,-0.6,-0.8,73.74592,0.23006834,0.8215745,0.28127202,0.5025823,1.0
8962,4842,0.046566565,-0.4472136,0.8944272,61.862415,0.2896735,0.8732411,0.28937906,0.5026427,1.0
545,5933,0.01474932,0.70710677,-0.70710677,14.352767,0.20918755,1.523028e-05,0.2602619,0.50257015,0.0
17471,8432,0.13701425,-0.9743912,0.2248595,0.0,0.066059224,0.0026691863,0.2861298,0.5026038,0.0
8313,7063,0.020854957,0.0,1.0,18.219776,0.29612756,0.048025478,0.29661882,0.50257653,0.0
6548,1906,0.06654887,-0.62469506,0.7808688,83.78646,0.014047077,0.6602179,0.2874028,0.50261945,1.0
6162,1735,0.041665252,1.2246469e-16,-1.0,87.68605,0.006833713,0.8235943,0.2847271,0.50261074,1.0
10628,5407,0.14773092,-0.5547002,-0.8320503,72.71294,0.41723615,0.51823294,0.2818217,0.50258464,0.0
12065,6241,0.10389993,-0.9950372,-0.09950372,63.417088,0.396735,0.5201506,0.28099686,0.50257134,1.0
8254,3618,0.05203983,-1.0,-1.8369701e-16,74.0369,0.22019742,0.99140614,0.28874448,0.5025406,1.0
10619,5127,0.17962351,-0.6782801,0.73480344,74.83221,0.08997722,0.6113189,0.28215674,0.50253767,1.0
12721,6231,0.120629445,0.34174305,0.9397934,69.46557,0.45026577,0.91569495,0.28119007,0.50258815,1.0
6126,3257,0.05883972,0.70710677,-0.70710677,50.737144,0.2156416,0.838121,0.28386736,0.50260615,1.0
8408,6371,0.1240155,0.74740934,0.66436386,33.208935,0.28283978,0.4005914,0.2820616,0.50259745,1.0
13010,6558,0.085500166,-0.9701425,0.24253562,63.41916,0.35497344,0.9650393,0.27863017,0.50262994,1.0
3738,4304,0.023314469,0.8944272,0.4472136,16.67899,0.2365224,0.16958341,0.27878127,0.5025644,0.0
10405,4824,0.12730257,-0.24253562,-0.9701425,78.8808,0.14502658,0.54861104,0.28487045,0.5025818,1.0
1728,1135,0.10786097,-0.95782626,-0.28734788,52.758396,0.34700075,0.3650973,0.2787849,0.5025818,0.0
6454,2489,0.1112026,-0.9284767,-0.37139067,69.717964,0.039863326,0.7735377,0.28212035,0.5026525,1.0
15736,7463,0.087947965,-0.70710677,0.70710677,0.0,0.28094155,0.053824477,0.28340173,0.50258815,0.0
13625,7450,0.06573812,0.31622776,-0.9486833,33.10521,0.33257404,0.9352654,0.27833948,0.50259566,0.0
1127,2942,0.020854957,1.2246469e-16,-1.0,18.794771,0.25284737,0.055249635,0.28646412,0.50258005,0.0
4569,1990,0.07343238,0.70710677,-0.70710677,60.384968,0.027714502,0.8171137,0.2836132,0.5025771,1.0
3785,1866,0.15473218,0.9912279,0.13216372,55.434486,0.1602126,0.83080065,0.28280014,0.502551,0.0
5711,2505,0.05203983,-0.6,0.8,64.27225,0.20577069,0.7361033,0.285719,0.50259334,1.0
17028,7609,0.16444072,-0.86824316,-0.49613893,0.0,0.35497344,0.0014864769,0.2813265,0.5025806,0.0
11652,8081,0.14248706,-0.503871,-0.8637789,23.396109,0.32839787,0.3945236,0.28257844,0.5025812,0.0
3478,5807,0.05203983,-0.8,0.6,17.313976,0.21753986,0.0020466575,0.28165862,0.5025742,0.0
15844,10516,0.14565924,-0.7739573,-0.6332378,0.0,0.317388,0.032750357,0.28105444,0.50260437,0.0
10738,8334,0.037566602,-0.8320503,-0.5547002,23.944016,0.34396356,0.05694926,0.2846963,0.50259745,0.0
13664,10257,0.029482823,-0.70710677,-0.70710677,19.640997,0.24601367,0.019212658,0.28628305,0.502569,0.0
5289,1173,0.031268463,1.0,6.123234e-17,80.83657,0.0049354592,0.99140614,0.27995062,0.50260323,1.0
12507,4959,0.032956913,-0.31622776,-0.9486833,85.343414,0.03796507,0.96979815,0.28353575,0.50257015,1.0
2959,2702,0.01474932,0.70710677,0.70710677,32.25045,0.18716781,0.75390285,0.29701895,0.50259626,0.0
7799,8745,0.029482823,-0.70710677,-0.70710677,16.11748,0.24563402,0.00028768182,0.28106096,0.5025899,0.0
4201,542,0.020854957,1.2246469e-16,-1.0,81.163956,0.0003796507,0.66843814,0.28646412,0.50257826,1.0
9032,3887,0.05602868,0.9284767,0.37139067,74.688576,0.2501898,0.37394255,0.28394166,0.5025644,1.0
6451,1712,0.037566602,-0.5547002,0.8320503,84.78998,0.009111618,0.75935966,0.2814208,0.5026177,0.0
12956,10090,0.06654887,-0.62469506,-0.7808688,19.966866,0.26765376,0.011031816,0.28369507,0.5025771,0.0
11771,5564,0.19313613,0.6804511,0.7327935,75.19758,0.0523918,0.5816974,0.2827901,0.50262356,1.0
9501,9510,0.037566602,-0.8320503,-0.5547002,20.55375,0.3397874,0.00041218597,0.2808398,0.50260615,0.0
3881,2684,0.05883972,-0.70710677,0.70710677,41.36629,0.20652999,0.8929037,0.2817907,0.5025818,1.0
767,6162,0.023314469,-0.8944272,-0.4472136,14.64257,0.2164009,1.3266331e-05,0.2848339,0.50259393,0.0
5946,2784,0.1139827,0.090535745,-0.9958932,61.488796,0.19779803,0.8321642,0.28244597,0.5025394,1.0
4886,1846,0.12567092,0.8192319,0.57346237,68.714485,0.0816249,0.7762539,0.28306708,0.5024901,1.0
9078,7071,0.010430277,-1.0,-1.8369701e-16,18.527384,0.2957479,0.14570476,0.2723368,0.5025516,0.0
8377,4422,0.07558321,0.27472112,-0.96152395,54.535137,0.23917995,0.9537323,0.27880895,0.5025748,1.0
1781,4226,0.020854957,1.0,6.123234e-17,13.163988,0.24069856,0.0093652615,0.27928707,0.50257075,0.0
4345,2873,0.103393346,0.8,-0.6,42.882244,0.2072893,0.6712791,0.28456897,0.5025237,0.0
3368,475,0.22109328,0.090535745,0.9958932,73.18513,0.19969627,0.12785873,0.2826909,0.5025423,0.0
10690,10664,0.06654887,0.62469506,0.7808688,20.981186,0.2911921,9.7672644e-05,0.28012654,0.5026172,0.0
10442,3158,0.06063982,-0.8574929,0.51449573,86.908806,0.029992407,0.8497194,0.28622538,0.50251913,0.0
5047,1340,0.10786097,-0.28734788,-0.95782626,76.29778,0.076689444,0.9257066,0.2843177,0.5025742,1.0
6960,4326,0.010430277,1.2246469e-16,-1.0,37.20783,0.24449506,0.97569805,0.29705733,0.50256205,0.0
14002,10691,0.0,-1.0,-1.8369701e-16,17.69027,0.24563402,0.009551239,0.64174473,0.50260204,0.0
13108,5317,0.15473218,0.9912279,-0.13216372,85.391335,0.48861048,0.21209674,0.28010207,0.5025777,1.0
3226,3406,0.023314469,-0.8944272,0.4472136,22.64293,0.19096431,0.7545752,0.28956848,0.5026247,1.0
8626,9781,0.04294373,-0.9701425,-0.24253562,16.9562,0.26537585,5.694178e-05,0.28302798,0.50258696,0.0
12651,5493,0.032956913,-0.31622776,-0.9486833,81.0826,0.06757783,0.35658374,0.28957725,0.5025835,1.0
152,4502,0.0,-1.0,-1.8369701e-16,13.331381,0.21488231,0.00021444488,0.64174473,0.50259626,0.0
8029,9625,0.01474932,-0.70710677,0.70710677,14.510564,0.23766135,3.5496247e-05,0.28893122,0.5025812,0.0
12826,6492,0.117578685,-0.9647638,0.2631174,64.69962,0.3914199,0.90250766,0.28112006,0.50262934,1.0
10044,4447,0.09377447,0.9938837,0.11043153,78.95218,0.32194382,0.8625207,0.28139806,0.5025928,1.0
7569,3778,0.06063982,-0.8574929,0.51449573,62.084686,0.21791951,0.9780296,0.27630204,0.5025644,1.0
6243,4599,0.023314469,0.4472136,0.8944272,28.41246,0.22589219,0.9823641,0.2864402,0.5025922,0.0
7575,3469,0.010430277,-1.0,-1.8369701e-16,64.86132,0.21829917,0.98088557,0.29327846,0.5025736,0.0
5946,2783,0.13959843,-0.29408586,-0.955779,61.529743,0.19779803,0.82963735,0.28051344,0.5025214,1.0
12131,6384,0.037566602,-0.5547002,0.8320503,63.78787,0.4624146,0.8102783,0.28546187,0.50250345,1.0
5347,4227,0.053065702,-0.9805807,-0.19611613,23.689722,0.23614275,0.9522578,0.28208503,0.502616,0.0
4420,612,0.2868903,-0.4740998,-0.8804711,84.513466,0.09377373,0.7832583,0.28393802,0.5025429,1.0
8730,4400,0.11669101,-0.70710677,-0.70710677,60.31456,0.24677297,0.8594145,0.28211108,0.5025986,0.0
12783,6099,0.07343238,-0.70710677,-0.70710677,64.588104,0.41040242,0.79948914,0.28373864,0.50256956,1.0
8854,3893,0.1240155,-0.99654573,0.08304548,74.29899,0.2634776,0.55765194,0.2805456,0.5025667,0.0
563,6329,0.023314469,0.8944272,-0.4472136,15.153993,0.21905847,6.0486527e-06,0.28105673,0.5025916,0.0
13763,6080,0.19827129,0.9670745,0.2544933,65.94719,0.3876234,0.39636526,0.28226382,0.50253654,0.0
8551,8865,0.029482823,0.70710677,-0.70710677,14.462442,0.2942293,0.00058851426,0.2853115,0.50258875,0.0
6103,1865,0.05602868,-0.37139067,0.9284767,86.670364,0.017843584,0.65631133,0.28244236,0.5025719,0.0
5067,1348,0.19437432,0.46788773,-0.88378793,76.40378,0.0098709185,0.98786813,0.2823991,0.50264037,1.0
9900,3972,0.40045112,-0.81067926,-0.5854905,82.31006,0.19362187,0.5707343,0.28054947,0.50258875,0.0
10367,5742,0.07487338,0.5547002,-0.8320503,46.670414,0.36028853,0.7615447,0.27391183,0.5026154,1.0
4064,2202,0.21296309,-0.98994946,0.14142136,51.304424,0.14768413,0.56824774,0.28208604,0.50253826,1.0
12723,6231,0.031268463,1.0,6.123234e-17,69.48175,0.4544419,0.9141618,0.2941073,0.5025017,1.0
12757,6128,0.25382206,-0.23337296,-0.9723873,65.31473,0.39483675,0.77015185,0.28111735,0.5024837,1.0
14282,5190,0.05203983,0.8,-0.6,78.14629,0.011769173,0.020705977,0.2884906,0.5026612,0.0
6311,2409,0.11534551,-0.4472136,-0.8944272,73.75506,0.035307515,0.9742648,0.28348535,0.50261253,1.0
5712,2506,0.023314469,0.4472136,0.8944272,64.268555,0.20690964,0.7381286,0.30434686,0.50261134,1.0
10093,3198,0.023314469,-0.4472136,0.8944272,87.48412,0.01594533,0.8417302,0.2919268,0.502558,0.0
7788,4013,0.05203983,-0.8,-0.6,58.8749,0.22323462,0.91840684,0.2790836,0.50258875,0.0
10703,5030,0.01474932,0.70710677,-0.70710677,76.352135,0.044039484,0.73120666,0.2880317,0.50259626,1.0
9763,3234,0.05883972,0.70710677,0.70710677,84.864555,0.029612755,0.7734816,0.27706903,0.50262064,0.0
5401,3001,0.092640094,0.4472136,0.8944272,49.00538,0.20197418,0.6757377,0.28256324,0.50266355,1.0
12626,5531,0.280629,0.9377488,-0.34731436,80.29106,0.11845102,0.31844106,0.28109595,0.5026172,1.0
8234,7244,0.010430277,0.0,1.0,18.363985,0.28549734,0.026612708,0.28374562,0.50259745,0.0
2589,1592,0.04294373,-0.24253562,0.9701425,51.131145,0.30258164,0.91526055,0.2776732,0.5025806,0.0
5195,1184,0.046566565,-0.4472136,-0.8944272,79.464516,0.0030372057,0.8888827,0.28554592,0.50260615,0.0
12107,6171,0.16474274,-0.9284767,0.37139067,61.56726,0.40091115,0.45755106,0.2793315,0.5025928,1.0
13795,6434,0.05203983,1.0,6.123234e-17,66.34841,0.34396356,0.89577484,0.2872301,0.5025644,1.0
11272,6298,0.092640094,0.8944272,-0.4472136,49.24815,0.356492,0.8403279,0.284572,0.5025319,1.0
10159,8275,0.0,-1.0,-1.8369701e-16,20.15749,0.34092635,0.029481204,0.6578094,0.5025731,0.0
11818,6607,0.12443163,0.9103665,0.41380295,48.271038,0.36636296,0.7457549,0.28176937,0.5025487,0.0
10043,4449,0.1240155,0.99654573,0.08304548,78.962234,0.317388,0.8585463,0.2803054,0.50262874,1.0
561,4135,0.07487338,0.8320503,-0.5547002,12.981025,0.25626424,0.0011401003,0.28228867,0.50257653,0.0
5767,2457,0.14669926,-0.20952909,-0.9778024,67.40701,0.20842825,0.8357568,0.28224975,0.5025307,1.0
11356,6098,0.16474274,0.37139067,0.9284767,47.75265,0.32422173,0.64075166,0.2820626,0.5025823,1.0
12561,4436,0.2333644,0.76822126,0.6401844,87.3479,0.07744875,0.7347662,0.28173295,0.5026154,0.0
4008,2505,0.05602868,0.9284767,0.37139067,43.224426,0.20007592,0.7320788,0.285905,0.5025406,1.0
11772,5564,0.2276425,0.78935224,0.6139406,75.18978,0.055429004,0.5834494,0.28055364,0.5025771,1.0
5149,2911,0.06573812,0.31622776,-0.9486833,48.43128,0.22285497,0.7743251,0.27924767,0.5025475,1.0
4194,2340,0.2885996,-0.6726728,0.73994005,49.596245,0.044798784,0.9012876,0.28343573,0.5025632,1.0
8963,4842,0.10389993,-0.09950372,0.9950372,61.863377,0.29081246,0.8718407,0.28397807,0.50263107,1.0
12106,6171,0.17408092,-0.9931506,0.11684125,61.562103,0.3997722,0.45707482,0.28011668,0.5026259,1.0
5281,2259,0.09377447,-0.11043153,-0.9938837,67.0747,0.1894457,0.58813095,0.28414184,0.5025731,1.0
4201,544,0.032956913,-0.31622776,-0.9486833,81.14993,0.0003796507,0.6721515,0.27985176,0.5025829,1.0
11237,6275,0.046566565,0.8944272,0.4472136,48.565132,0.35459378,0.9363821,0.28274694,0.5025916,0.0
11357,6097,0.1560247,0.52409744,0.85165834,47.751415,0.32839787,0.64350533,0.2835232,0.50256085,1.0
13856,5781,0.20738384,0.388057,-0.9216354,74.25753,0.1864085,0.18329349,0.28063294,0.50263166,0.0
12837,5865,0.13959843,-0.8087361,-0.5881717,74.67001,0.24297646,0.6062362,0.2844254,0.50262064,1.0
8746,7656,0.023314469,0.8944272,0.4472136,15.424539,0.27752468,0.020153515,0.29708654,0.502569,0.0
13107,5318,0.14669926,0.9079594,-0.41905817,85.40229,0.48671222,0.21250494,0.28401682,0.502634,1.0
4771,1209,0.05203983,-0.8,0.6,73.14678,0.0098709185,0.7678212,0.2813695,0.50258875,1.0
9387,6224,0.12359782,-1.0,-1.8369701e-16,38.962086,0.6199696,0.80851406,0.28236842,0.5026177,1.0
9387,6226,0.18910553,-0.9635179,-0.26764387,38.998325,0.6249051,0.8123194,0.28145337,0.5026438,1.0
7301,5418,0.029482823,0.70710677,-0.70710677,26.931221,0.23462415,0.9169152,0.28106096,0.5025731,0.0
8836,5918,0.24169345,0.9444968,0.32852063,39.592636,0.4468489,0.68770707,0.2831934,0.50270474,0.0
4900,6569,0.010430277,1.0,6.123234e-17,15.33606,0.2103265,0.0018338861,0.29178572,0.5025684,0.0
2587,3439,0.07487338,-0.5547002,-0.8320503,19.361368,0.22892939,0.2844415,0.2848717,0.5025748,0.0
17528,8154,0.023314469,0.4472136,0.8944272,0.0,0.027714502,0.0014957719,0.28605303,0.5025661,0.0
8869,6085,0.19827129,0.2544933,-0.9670745,37.150517,0.4377373,0.9047496,0.28363854,0.5026253,0.0
13430,4175,0.10389993,0.9950372,-0.09950372,86.48481,0.028094154,0.04686825,0.27967903,0.5025748,0.0
11303,3715,0.0,-1.0,-1.8369701e-16,88.49817,0.0034168565,1.0,0.6110364,0.50258005,1.0
