row,col,slope,aspect_sin,aspect_cos,rain_r7,elevation,river,twi,curvature,label
6666,2119,0.069694914,-0.4472136,0.8944272,82.5678,0.032270312,0.49407652,0.28423148,0.50267166,0.0
13241,7280,0.01474932,0.70710677,-0.70710677,38.87076,0.3382688,0.9518967,0.27971083,0.5025812,0.0
7471,3964,0.029482823,-0.70710677,0.70710677,56.34078,0.23993926,0.8533456,0.28138077,0.50256205,1.0
11357,6098,0.13959843,0.5881717,0.8087361,47.774025,0.32687926,0.6419685,0.28286767,0.5025742,1.0
3504,5482,0.010430277,0.0,1.0,18.417713,0.22285497,0.0050842497,0.30343693,0.5025812,0.0
8999,5134,0.029482823,0.70710677,0.70710677,54.536022,0.2627183,0.63225085,0.28929764,0.5025731,0.0
8521,8324,0.041665252,0.0,1.0,15.860466,0.26917237,0.002389909,0.282433,0.50260264,0.0
9295,7890,0.046566565,-0.8944272,-0.4472136,15.495935,0.2957479,0.024349542,0.27897388,0.50257015,0.0
12865,6135,0.07558321,0.96152395,0.27472112,67.63838,0.43735763,0.8876609,0.28124523,0.5025504,1.0
10547,9190,0.029482823,-0.70710677,0.70710677,25.223242,0.3181473,0.00422747,0.28555974,0.5025986,0.0
4247,2728,0.1560247,-0.85165834,0.52409744,46.429688,0.19210327,0.84721917,0.28033212,0.5024808,0.0
7366,9150,0.029482823,0.70710677,-0.70710677,15.832658,0.23614275,5.0022743e-05,0.28555974,0.502591,0.0
9849,5802,0.044184793,0.70710677,0.70710677,38.168137,0.37737283,0.7204509,0.27855062,0.50260204,1.0
13082,5453,0.10389993,-0.09950372,-0.9950372,85.81072,0.34168565,0.19002308,0.28397807,0.50258005,1.0
4385,2385,0.14669926,-0.9778024,-0.20952909,50.847107,0.19779803,0.66733646,0.28465325,0.5025899,1.0
18048,7694,0.1112026,-0.9284767,-0.37139067,0.0,0.022019742,0.00018277143,0.28057158,0.502598,0.0
13081,5452,0.11534551,-0.17888544,-0.9838699,85.83702,0.3428246,0.19082706,0.27935493,0.50258875,1.0
